0,-0.00027466
1,0
2,-0.00027466
3,6.1035e-05
4,0
5,-9.1553e-05
6,-0.00036621
7,-0.00030518
8,-0.00057983
9,-0.00057983
10,-0.00024414
11,-0.00021362
12,-0.00021362
13,-0.00024414
14,-0.00027466
15,-0.00033569
16,-9.1553e-05
17,-0.00061035
18,0
19,0.00024414
20,3.0518e-05
21,9.1553e-05
22,6.1035e-05
23,-0.00030518
24,-3.0518e-05
25,-0.00030518
26,-9.1553e-05
27,-0.00024414
28,9.1553e-05
29,0
30,-9.1553e-05
31,-0.00033569
32,-0.00024414
33,3.0518e-05
34,-0.00030518
35,-3.0518e-05
36,-0.00030518
37,-0.00030518
38,-3.0518e-05
39,0.00024414
40,3.0518e-05
41,0.00036621
42,0.00064087
43,3.0518e-05
44,-6.1035e-05
45,0.0005188
46,0.0005188
47,0.00021362
48,0
49,0
50,6.1035e-05
51,0.00033569
52,0.00024414
53,-6.1035e-05
54,0.00054932
55,0.00027466
56,0
57,0.00030518
58,0.00073242
59,0.00039673
60,0.0007019
61,0.00073242
62,0.00036621
63,0.00057983
64,0.00021362
65,0.00024414
66,0.00030518
67,0.00033569
68,0.00057983
69,0.00082397
70,0.00061035
71,0.00061035
72,0.00057983
73,0.00054932
74,0.00082397
75,0.00033569
76,0.00042725
77,0.00042725
78,0.00064087
79,0.00027466
80,-3.0518e-05
81,0.00054932
82,0.00021362
83,0.00018311
84,0.00027466
85,0.00036621
86,6.1035e-05
87,0.00061035
88,0.00067139
89,0.00064087
90,0.0005188
91,0.00018311
92,0.00021362
93,0.00015259
94,0.00012207
95,0.00018311
96,0.00024414
97,-3.0518e-05
98,0.00030518
99,0.00030518
100,0.00057983
101,0.00024414
102,0.00054932
103,0.00054932
104,0.00024414
105,-9.1553e-05
106,0.00012207
107,-0.00012207
108,0.00024414
109,0.00024414
110,0.00018311
111,0.00015259
112,0.0005188
113,0.00054932
114,0.00024414
115,-9.1553e-05
116,0.00018311
117,-0.00036621
118,0.00021362
119,0.00027466
120,6.1035e-05
121,3.0518e-05
122,-0.00027466
123,0.00021362
124,0.00021362
125,-3.0518e-05
126,0
127,0.00027466
128,3.0518e-05
129,3.0518e-05
130,-3.0518e-05
131,-6.1035e-05
132,-0.00027466
133,3.0518e-05
134,0.00057983
135,0
136,-0.00021362
137,0.00064087
138,3.0518e-05
139,0
140,-0.00024414
141,6.1035e-05
142,0.00030518
143,0.00024414
144,-6.1035e-05
145,0
146,0
147,6.1035e-05
148,0.00033569
149,-3.0518e-05
150,-0.00033569
151,0.00018311
152,-6.1035e-05
153,-6.1035e-05
154,0.00018311
155,0.00021362
156,-3.0518e-05
157,-3.0518e-05
158,-3.0518e-05
159,0.00024414
160,-9.1553e-05
161,-9.1553e-05
162,0.00024414
163,0.00024414
164,0.00024414
165,0.00030518
166,0.00030518
167,3.0518e-05
168,3.0518e-05
169,-0.00030518
170,-3.0518e-05
171,0.00027466
172,-3.0518e-05
173,0.00030518
174,3.0518e-05
175,0
176,0.00024414
177,0.00030518
178,0.00036621
179,6.1035e-05
180,0
181,-6.1035e-05
182,-0.00012207
183,-9.1553e-05
184,-0.00027466
185,0.00033569
186,0.00064087
187,0.00079346
188,0.00018311
189,0.00048828
190,-6.1035e-05
191,0.0005188
192,0.00027466
193,0.00021362
194,-6.1035e-05
195,-0.00030518
196,3.0518e-05
197,0.00033569
198,0.00061035
199,0.00057983
200,-0.00027466
201,3.0518e-05
202,0
203,-0.00036621
204,0.00021362
205,-3.0518e-05
206,3.0518e-05
207,-0.00027466
208,-6.1035e-05
209,0.00027466
210,3.0518e-05
211,-0.00024414
212,-3.0518e-05
213,-6.1035e-05
214,-0.00027466
215,6.1035e-05
216,0.00027466
217,0.00027466
218,3.0518e-05
219,0.00027466
220,0.00027466
221,0.00021362
222,-9.1553e-05
223,0.00048828
224,0.00030518
225,3.0518e-05
226,0.00027466
227,-0.00024414
228,0.00057983
229,0.00021362
230,-9.1553e-05
231,-9.1553e-05
232,0.00030518
233,9.1553e-05
234,0.00030518
235,0.00027466
236,0.00030518
237,3.0518e-05
238,0
239,0
240,0.00064087
241,0.00061035
242,-3.0518e-05
243,0.00030518
244,9.1553e-05
245,0.00067139
246,0.00057983
247,0.00030518
248,0.00027466
249,0.00082397
250,0.00027466
251,-3.0518e-05
252,0.00057983
253,0.00067139
254,0.00067139
255,0.00091553
256,0.00094604
257,0.00073242
258,0.00064087
259,0.00057983
260,0.00088501
261,0.00061035
262,0.00030518
263,0.00082397
264,0.00048828
265,0.0005188
266,0.00033569
267,0.0007019
268,0.0007019
269,0.00094604
270,0.00082397
271,0.00057983
272,0.00033569
273,0.00064087
274,0.00061035
275,0.00057983
276,0.0011292
277,0.0011902
278,0.00061035
279,0.00085449
280,0.00057983
281,0.00091553
282,0.0007019
283,0.00067139
284,0.00085449
285,0.0005188
286,0.00085449
287,0.00088501
288,0.00054932
289,0.00048828
290,0.00018311
291,-6.1035e-05
292,0.00027466
293,0.00064087
294,0.00033569
295,-3.0518e-05
296,0.00015259
297,0.00076294
298,0.00061035
299,0.00039673
300,0.00036621
301,-3.0518e-05
302,-0.00012207
303,0.00018311
304,3.0518e-05
305,-0.00024414
306,0.00033569
307,0.00036621
308,6.1035e-05
309,-0.00027466
310,-0.00030518
311,-0.00030518
312,-3.0518e-05
313,-3.0518e-05
