-6.184041089999999796e-01,-1.765915415961644142e-02
-6.181599683749999796e-01,-4.786100273626764379e-02
-6.179158277499999796e-01,-7.499758968301663276e-02
-6.176716871249999796e-01,-9.648642081403029092e-02
-6.174275464999999796e-01,-1.106344125279256629e-01
-6.171834058749999796e-01,-1.168174439560977634e-01
-6.169392652499999796e-01,-1.154406297296729639e-01
-6.166951246249999796e-01,-1.077199252821328390e-01
-6.164509839999999796e-01,-9.535902005868653053e-02
-6.162068433749999796e-01,-8.020311462425357141e-02
-6.159627027499999796e-01,-6.393870974868377799e-02
-6.157185621249999796e-01,-4.788410118236095803e-02
-6.154744214999999796e-01,-3.288706107722848271e-02
-6.152302808749999796e-01,-1.932136975262961631e-02
-6.149861402499999796e-01,-7.157287030096985692e-03
-6.147419996249999796e-01,3.925743006105787518e-03
-6.144978589999999796e-01,1.441417403970920129e-02
-6.142537183749999796e-01,2.484590131540551777e-02
-6.140095777499999796e-01,3.571931830937744023e-02
-6.137654371249999796e-01,4.743025380766843768e-02
-6.135212964999999796e-01,6.023542867317030480e-02
-6.132771558749999796e-01,7.423836659820916284e-02
-6.130330152499999796e-01,8.939277723539065801e-02
-6.127888746249999796e-01,1.055181744131299948e-01
-6.125447339999999796e-01,1.223224304469352347e-01
-6.123005933749999796e-01,1.394260007927234091e-01
-6.120564527499999796e-01,1.563828819018907301e-01
-6.118123121249999796e-01,1.726946246686218434e-01
-6.115681714999999796e-01,1.878164936274140662e-01
-6.113240308749999796e-01,2.011587347989754471e-01
-6.110798902499999796e-01,2.120894436996749177e-01
-6.108357496249999796e-01,2.199472381158978362e-01
-6.105916089999999796e-01,2.240711034333983109e-01
-6.103474683749999796e-01,2.238513168790452479e-01
-6.101033277499999796e-01,2.187998132188300471e-01
-6.098591871249999796e-01,2.086321442403276105e-01
-6.096150464999999796e-01,1.933483104097951655e-01
-6.093709058749999796e-01,1.732977205400690057e-01
-6.091267652499999796e-01,1.492146339330209515e-01
-6.088826246249999796e-01,1.222140561440079043e-01
-6.086384839999999796e-01,9.374338437533860646e-02
-6.083943433749999796e-01,6.549118668222879414e-02
-6.081502027499999796e-01,3.926030950939746883e-02
-6.079060621249999796e-01,1.681738198050086730e-02
-6.076619214999999796e-01,-2.654175995291920215e-04
-6.074177808749999796e-01,-1.075806222502328872e-02
-6.071736402499999796e-01,-1.389151459655052663e-02
-6.069294996249999796e-01,-9.432491858232578200e-03
-6.066853589999999796e-01,2.295085083665709871e-03
-6.064412183749999796e-01,2.044369731428456044e-02
-6.061970777499999796e-01,4.372511822882102495e-02
-6.059529371249999796e-01,7.053076759486928693e-02
-6.057087964999999796e-01,9.907440256164108672e-02
-6.054646558749999796e-01,1.275418402775408133e-01
-6.052205152499999796e-01,1.542343160452412099e-01
-6.049763746249999796e-01,1.776944002208877271e-01
-6.047322339999999796e-01,1.968051904649270045e-01
-6.044880933749999796e-01,2.108549303257988561e-01
-6.042439527499999796e-01,2.195609467073241228e-01
-6.039998121249999796e-01,2.230496074630509973e-01
